"","Group.1","Group.2","AMBEV.ON","GERDAU.PN","ECOD.INFU.E.LOG.ON","METALURGICA.GERDAU.PN","LOJAS.RENNER.ON","ITAU.UNIBANCO.HOLDING.PN","CPFL.ENERGIA.ON","LOJAS.AMERICANAS.PN.REP1.PN","CYRELA.BRAZIL.REALTY.ON","SMILES.ON","CIA.ENERGETICA.DE.MINAS.GERAIS.PN","BANCO.SANTANDER.BRASIL.UNITS","BRF.BRASIL.FOODS.ON","USINAS.SIDERURGICAS.DE.MINAS.GERAIS.A.PN","ENGIE.BRASIL.ENERGIA.ON","WEG.ON","QUALICORP.ON","EMBRAER.ON","CMPH.COCS..RODOVIARIAS.ON","ENERGIAS.DO.BRASIL.ON.BRAZIL","RUMO.ON","RAIA.DROGASIL.ON","HYPERMARCAS.ON","ITAUSA.INVESTIMENTOS.ITAU.PN","MRV.ENGENHARIA.E.PARTICIPACOES.ON","BANCO.DO.BRASIL.ON","VALE.ON","KLABIN.UNITS","MARFRIG.FRIGORIFICOS.ON","BMF.BOVESPA.BLVAL..MEREFU.ON","BB.SEGURIDADE.ON","PETROLEO.BRASILEIRO.PN","ESTACIO.PARTICIPACOES.ON","EQUATORIAL.ENERGIA.ON","CIA.PARANAENSE.DE.ENERGIA.COPEL.PN","BRASKEM.PN.SERIES.A","BANCO.BRADESCO.PN","MULTIPLAN.EMPE..IMOBS.ON","SUZANO.BAHIA.SUL.PAPEL.CELULOSE.A.PN","NATURA.COSMETICOS.ON","VALE.PN","BANCO.BRADESCO.ON","CIELO.ON","KROTON.EDUCACIONAL.ON","FIBRIA.CELULOSE.ON","CPAD.SANMT.BASICO.DE.SAOP.ON","LOCALIZA.RENT.A.CAR.ON","TELEFONICA.BRASIL.PN","BRADESPAR.PN","BR.MALLS.PARTICIPACOES.ON","COMPANHIA.SIDERURGICA.NACIONAL.ON","ULTRAPAR.PARTICIPOES.ON","COSAN.INDUSTRIA.E.COMERCIO.ON","CMPBRA.DE.DISTB..PN","JBS.ON","CENTRAIS.ELETR.BRAS..ELETROBRAS.ON","TIM.PARTICIPACOES.ON","PETROLEO.BRASILEIRO.ON"
"1",1,2004,0.318181818181818,0.0909090909090909,1,0.181818181818182,1,0.0454545454545455,1,0.0909090909090909,1,1,0.0454545454545455,1,0.909090909090909,0.0454545454545455,0.136363636363636,0.954545454545455,1,0.0454545454545455,0.181818181818182,1,1,1,1,0.227272727272727,1,0.0454545454545455,0.0454545454545455,1,1,1,1,0.0454545454545455,1,1,0.0454545454545455,0.0909090909090909,0.181818181818182,1,0.272727272727273,1,0.0454545454545455,0.136363636363636,1,1,1,0.0454545454545455,1,0.0909090909090909,0.181818181818182,1,0.0454545454545455,0.772727272727273,1,0.0909090909090909,1,0.0454545454545455,0.0909090909090909,0.136363636363636
"2",2,2004,0.25,0.15,1,0.1,1,0.1,1,0.1,1,1,0.1,1,1,0.15,0.1,1,1,0.1,0.3,1,1,0.95,1,0.25,1,0.1,0.1,1,1,1,1,0.1,1,1,0.2,0.1,0.1,1,0.4,1,0.1,0.25,1,1,1,0.1,1,0.1,0.2,1,0.15,1,1,0.15,1,0.1,0.15,0.1
"3",3,2004,0.130434782608696,0.0434782608695652,1,0,1,0.0434782608695652,1,0.304347826086957,1,1,0.0869565217391304,1,0.956521739130435,0.0869565217391304,0,0.956521739130435,1,0.0434782608695652,0.304347826086957,1,1,0.956521739130435,1,0.0869565217391304,1,0.0434782608695652,0,1,1,1,1,0,1,1,0,0.0434782608695652,0.0434782608695652,1,0.304347826086957,1,0,0.0869565217391304,1,1,1,0.0869565217391304,1,0.0434782608695652,0.0869565217391304,1,0.0434782608695652,0.956521739130435,1,0,1,0.0434782608695652,0.0434782608695652,0
"4",4,2004,0.409090909090909,0.227272727272727,1,0.136363636363636,1,0.136363636363636,1,0.272727272727273,1,1,0.0909090909090909,1,0.954545454545455,0.136363636363636,0.181818181818182,1,1,0.136363636363636,0.272727272727273,1,1,1,1,0.363636363636364,1,0.181818181818182,0.227272727272727,1,1,1,1,0.0909090909090909,1,1,0.136363636363636,0.136363636363636,0.272727272727273,1,0.363636363636364,1,0.0909090909090909,0.272727272727273,1,1,1,0.136363636363636,1,0.136363636363636,0.0909090909090909,1,0.0909090909090909,0.863636363636364,1,0.227272727272727,1,0.0909090909090909,0.0909090909090909,0.0909090909090909
"5",5,2004,0,0,1,0.19047619047619,1,0.142857142857143,1,0.142857142857143,1,1,0,1,0.904761904761905,0,0.0952380952380952,1,1,0,0.19047619047619,1,1,1,1,0.142857142857143,1,0,0.0952380952380952,1,1,1,1,0,1,1,0,0.0476190476190476,0,1,0.238095238095238,0.857142857142857,0,0.142857142857143,1,1,1,0.0476190476190476,1,0,0.0476190476190476,1,0.0476190476190476,0.857142857142857,1,0,1,0.0952380952380952,0,0
"6",6,2004,0.181818181818182,0.0454545454545455,1,0.136363636363636,1,0.0454545454545455,1,0.409090909090909,1,1,0.0454545454545455,1,1,0.0909090909090909,0.272727272727273,0.954545454545455,1,0.0909090909090909,0.0909090909090909,1,1,1,1,0.227272727272727,1,0.0454545454545455,0.0909090909090909,1,1,1,1,0.0909090909090909,1,1,0.0909090909090909,0.0909090909090909,0.0454545454545455,1,0.409090909090909,0.0909090909090909,0.0909090909090909,0.136363636363636,1,1,1,0.0454545454545455,1,0.0909090909090909,0.227272727272727,1,0.0454545454545455,1,1,0.0454545454545455,1,0.0454545454545455,0.136363636363636,0.0909090909090909
"7",7,2004,0.272727272727273,0.0454545454545455,1,0.0454545454545455,1,0.0909090909090909,1,0.318181818181818,1,1,0.0454545454545455,1,0.818181818181818,0.0454545454545455,0.0909090909090909,1,1,0.136363636363636,0.181818181818182,1,0.818181818181818,0.954545454545455,1,0.227272727272727,1,0.0454545454545455,0.0454545454545455,1,1,1,1,0.0454545454545455,1,1,0.0909090909090909,0.0454545454545455,0.0454545454545455,1,0.181818181818182,0.136363636363636,0.0454545454545455,0.181818181818182,1,1,1,0.0909090909090909,1,0.0454545454545455,0.0909090909090909,1,0.136363636363636,0.909090909090909,1,0.0909090909090909,1,0.0454545454545455,0.0909090909090909,0.0454545454545455
"8",8,2004,0.363636363636364,0.0454545454545455,1,0.0454545454545455,1,0.0454545454545455,1,0.227272727272727,1,1,0.0454545454545455,1,0.863636363636364,0,0.0454545454545455,1,1,0,0.0454545454545455,1,0.636363636363636,1,1,0.181818181818182,1,0,0,1,1,1,1,0.0909090909090909,1,1,0,0,0.0909090909090909,1,0,0.0909090909090909,0,0.136363636363636,1,1,1,0,1,0,0.0454545454545455,1,0.0909090909090909,0.863636363636364,1,0.0909090909090909,1,0.0454545454545455,0.0454545454545455,0
"9",9,2004,0.272727272727273,0.0909090909090909,1,0.0909090909090909,1,0.227272727272727,0.954545454545455,0.227272727272727,1,1,0.0454545454545455,1,0.818181818181818,0.0909090909090909,0.136363636363636,0.954545454545455,1,0.0909090909090909,0.0909090909090909,1,0.863636363636364,0.909090909090909,1,0.318181818181818,1,0.0909090909090909,0.0454545454545455,1,1,1,1,0.136363636363636,1,1,0.0909090909090909,0.0454545454545455,0.136363636363636,1,0.0909090909090909,0.0454545454545455,0.0454545454545455,0.227272727272727,1,1,1,0.0454545454545455,1,0.0454545454545455,0.0454545454545455,1,0.0909090909090909,1,1,0.136363636363636,1,0.0909090909090909,0.181818181818182,0.0909090909090909
"10",10,2004,0.238095238095238,0.142857142857143,1,0.0952380952380952,1,0.0476190476190476,0.0952380952380952,0.19047619047619,1,1,0.0476190476190476,1,0.952380952380952,0.0476190476190476,0.0476190476190476,0.904761904761905,1,0.0952380952380952,0.19047619047619,1,0.80952380952381,1,1,0.142857142857143,1,0.0952380952380952,0.0476190476190476,1,1,1,1,0.0476190476190476,1,1,0.0476190476190476,0.0476190476190476,0.142857142857143,1,0.0952380952380952,0.0952380952380952,0.0952380952380952,0.238095238095238,1,1,1,0.238095238095238,1,0.0476190476190476,0.0476190476190476,1,0.0952380952380952,1,1,0.142857142857143,1,0.0476190476190476,0.0476190476190476,0.0952380952380952
"11",11,2004,0.318181818181818,0.0909090909090909,1,0.0909090909090909,1,0.0909090909090909,0.0909090909090909,0.0909090909090909,1,1,0.227272727272727,1,1,0.0909090909090909,0.0909090909090909,0.954545454545455,1,0.0909090909090909,0.181818181818182,1,0.727272727272727,0.909090909090909,1,0.272727272727273,1,0.136363636363636,0.136363636363636,1,1,1,1,0.0909090909090909,1,1,0.0909090909090909,0.0909090909090909,0.227272727272727,1,0.0909090909090909,0.227272727272727,0.227272727272727,0.318181818181818,1,1,1,0.0909090909090909,1,0.0909090909090909,0.181818181818182,1,0.136363636363636,1,1,0.181818181818182,1,0.0909090909090909,0.0909090909090909,0.136363636363636
"12",12,2004,0.260869565217391,0.0869565217391304,1,0.130434782608696,1,0.130434782608696,0.130434782608696,0.217391304347826,1,1,0.130434782608696,1,1,0.0869565217391304,0.0869565217391304,1,1,0.173913043478261,0.130434782608696,1,0.869565217391304,0.956521739130435,1,0.130434782608696,1,0.0869565217391304,0.173913043478261,1,1,1,1,0.0869565217391304,1,1,0.0869565217391304,0.130434782608696,0.0869565217391304,1,0.0869565217391304,0.130434782608696,0.130434782608696,0.0869565217391304,1,1,1,0.217391304347826,1,0.0869565217391304,0.173913043478261,1,0.130434782608696,1,1,0.0869565217391304,1,0.0869565217391304,0.173913043478261,0.0869565217391304
"13",1,2005,0.142857142857143,0.0476190476190476,1,0.0476190476190476,1,0.0952380952380952,0.19047619047619,0.0952380952380952,1,1,0.0476190476190476,1,1,0.0476190476190476,0.0476190476190476,1,1,0.0476190476190476,0.238095238095238,1,0.952380952380952,1,1,0.238095238095238,1,0.0476190476190476,0.0476190476190476,1,1,1,1,0.0476190476190476,1,1,0.0476190476190476,0.0476190476190476,0.0476190476190476,1,0.19047619047619,0.142857142857143,0.0952380952380952,0.0952380952380952,1,1,1,0.0476190476190476,1,0.0476190476190476,0.0952380952380952,1,0.0952380952380952,1,1,0.0952380952380952,1,0.0476190476190476,0.0476190476190476,0.0476190476190476
"14",2,2005,0.25,0.15,1,0.15,1,0.15,0.15,0.2,1,1,0.15,1,0.9,0.15,0.1,0.85,1,0.15,0.1,1,1,1,1,0.1,1,0.1,0.1,1,1,1,1,0.15,1,1,0.15,0.1,0.1,1,0.2,0.15,0.15,0.25,1,1,1,0.1,1,0.15,0.15,1,0.1,1,1,0.1,1,0.2,0.15,0.1
"15",3,2005,0.260869565217391,0.0434782608695652,1,0.0869565217391304,1,0.0434782608695652,0.173913043478261,0.173913043478261,1,1,0.0869565217391304,1,0.956521739130435,0.0434782608695652,0.0434782608695652,1,1,0.0434782608695652,0.0869565217391304,1,0.956521739130435,0.956521739130435,1,0.130434782608696,1,0.0434782608695652,0.0434782608695652,1,1,1,1,0.0434782608695652,1,1,0.0869565217391304,0.0434782608695652,0.0869565217391304,1,0.130434782608696,0.0434782608695652,0.0434782608695652,0.0869565217391304,1,1,1,0.130434782608696,1,0.0434782608695652,0.0434782608695652,1,0.0434782608695652,1,1,0.0869565217391304,1,0.0434782608695652,0.130434782608696,0.0434782608695652
"16",4,2005,0.333333333333333,0.0952380952380952,1,0.0476190476190476,0.952380952380952,0.0476190476190476,0.0952380952380952,0.238095238095238,1,1,0.0476190476190476,1,0.857142857142857,0.0952380952380952,0.0476190476190476,1,1,0.0476190476190476,0.142857142857143,1,1,0.952380952380952,1,0.142857142857143,1,0.142857142857143,0.142857142857143,1,1,1,1,0.0952380952380952,1,1,0.0952380952380952,0.0952380952380952,0.0952380952380952,1,0.0952380952380952,0.142857142857143,0.142857142857143,0.142857142857143,1,1,1,0.0476190476190476,1,0.0476190476190476,0.0476190476190476,1,0.0476190476190476,1,1,0.0952380952380952,1,0.0476190476190476,0.0952380952380952,0.19047619047619
"17",5,2005,0.5,0.0909090909090909,1,0.0454545454545455,1,0.0454545454545455,0.136363636363636,0.318181818181818,1,1,0.0454545454545455,1,0.909090909090909,0.136363636363636,0.0454545454545455,1,1,0.136363636363636,0.0909090909090909,1,0.909090909090909,1,1,0.181818181818182,1,0.0454545454545455,0.0454545454545455,1,1,1,1,0.0454545454545455,1,1,0.0909090909090909,0.0909090909090909,0.0909090909090909,1,0.0454545454545455,0.0909090909090909,0.0454545454545455,0.0909090909090909,1,1,1,0.0454545454545455,0.954545454545455,0.0454545454545455,0.0909090909090909,1,0.0909090909090909,1,1,0.0454545454545455,1,0.0454545454545455,0.136363636363636,0.0909090909090909
"18",6,2005,0.227272727272727,0.0909090909090909,1,0.0454545454545455,0.954545454545455,0,0.136363636363636,0.227272727272727,1,1,0,1,1,0.0454545454545455,0.0454545454545455,0.863636363636364,1,0,0.0454545454545455,1,0.863636363636364,0.909090909090909,1,0.136363636363636,1,0,0,1,1,1,1,0,1,1,0,0,0.0454545454545455,1,0.0909090909090909,0,0,0,1,1,1,0.0909090909090909,0.181818181818182,0,0.136363636363636,1,0.0909090909090909,1,1,0,1,0.0454545454545455,0,0.0454545454545455
"19",7,2005,0.0952380952380952,0,1,0,0.238095238095238,0.0952380952380952,0.142857142857143,0.0476190476190476,0.571428571428571,1,0.0476190476190476,1,1,0,0.0476190476190476,1,1,0.142857142857143,0.0952380952380952,0.476190476190476,0.80952380952381,0.952380952380952,1,0.142857142857143,1,0.0476190476190476,0,1,1,1,1,0,1,1,0.0476190476190476,0,0,1,0,0,0,0,1,1,1,0.0476190476190476,0.142857142857143,0.0952380952380952,0.0952380952380952,1,0.0476190476190476,1,1,0,1,0,0,0
"20",8,2005,0.217391304347826,0,1,0.0434782608695652,0.434782608695652,0,0.0434782608695652,0.217391304347826,0.434782608695652,1,0,1,0.869565217391304,0,0.130434782608696,1,1,0.0869565217391304,0.0434782608695652,0,0.956521739130435,0.956521739130435,1,0.130434782608696,1,0,0,1,1,1,1,0,1,1,0,0,0,1,0.0869565217391304,0.173913043478261,0,0,1,1,1,0.130434782608696,0.0869565217391304,0,0,1,0.0434782608695652,1,1,0.0434782608695652,1,0.0434782608695652,0.0869565217391304,0
"21",9,2005,0.181818181818182,0.0454545454545455,1,0.0909090909090909,0.727272727272727,0.0909090909090909,0.136363636363636,0.227272727272727,0.181818181818182,1,0.0454545454545455,1,0.863636363636364,0.0454545454545455,0.0909090909090909,1,1,0.136363636363636,0.136363636363636,0.136363636363636,1,1,1,0.136363636363636,1,0.0454545454545455,0.0909090909090909,1,1,1,1,0.0454545454545455,1,1,0.0909090909090909,0.0454545454545455,0.0909090909090909,1,0.181818181818182,0.136363636363636,0.0454545454545455,0.136363636363636,1,1,1,0.0454545454545455,0.0909090909090909,0.0454545454545455,0.0454545454545455,1,0.0909090909090909,1,1,0.0454545454545455,1,0.0909090909090909,0.0909090909090909,0.0454545454545455
"22",10,2005,0.142857142857143,0.0476190476190476,1,0.0476190476190476,0.142857142857143,0.0476190476190476,0.19047619047619,0.0952380952380952,0.19047619047619,1,0.0952380952380952,1,0.857142857142857,0.0476190476190476,0.19047619047619,1,1,0.0476190476190476,0.0952380952380952,0.285714285714286,0.857142857142857,0.952380952380952,1,0.142857142857143,1,0.0952380952380952,0.0476190476190476,1,1,1,1,0.0476190476190476,1,1,0.0476190476190476,0.0476190476190476,0.0476190476190476,1,0.142857142857143,0.19047619047619,0.0476190476190476,0.0952380952380952,1,1,1,0.0476190476190476,0.142857142857143,0.0476190476190476,0.0476190476190476,1,0.0476190476190476,1,1,0.0476190476190476,1,0.0952380952380952,0.19047619047619,0.0476190476190476
"23",11,2005,0.227272727272727,0.0909090909090909,1,0.0909090909090909,0.227272727272727,0.181818181818182,0.0909090909090909,0.227272727272727,0.136363636363636,1,0.0909090909090909,1,0.954545454545455,0.0909090909090909,0.0909090909090909,1,1,0.136363636363636,0.0909090909090909,0.272727272727273,0.681818181818182,1,1,0.227272727272727,1,0.136363636363636,0.0909090909090909,1,1,1,1,0.136363636363636,1,1,0.136363636363636,0.136363636363636,0.181818181818182,1,0.136363636363636,0.181818181818182,0.0909090909090909,0.181818181818182,1,1,1,0.227272727272727,0.0909090909090909,0.136363636363636,0.0909090909090909,1,0.136363636363636,1,0.636363636363636,0.0909090909090909,1,0.0909090909090909,0.0909090909090909,0.136363636363636
"24",12,2005,0.0909090909090909,0.0909090909090909,1,0.0909090909090909,0.227272727272727,0.0909090909090909,0.0909090909090909,0.136363636363636,0.136363636363636,1,0.0454545454545455,1,0.909090909090909,0.136363636363636,0.0909090909090909,1,1,0.136363636363636,0.0454545454545455,0.0909090909090909,0.863636363636364,1,1,0.227272727272727,1,0.0909090909090909,0.0909090909090909,1,1,1,1,0.0909090909090909,1,1,0.0909090909090909,0.0454545454545455,0.0454545454545455,1,0.0909090909090909,0.0909090909090909,0.136363636363636,0.0909090909090909,1,1,1,0.0909090909090909,0.181818181818182,0.0909090909090909,0.0454545454545455,1,0.136363636363636,1,0.0909090909090909,0.136363636363636,1,0.0454545454545455,0.0454545454545455,0.0909090909090909
"25",1,2006,0.136363636363636,0.0454545454545455,1,0.0454545454545455,0.136363636363636,0.0454545454545455,0.0909090909090909,0.136363636363636,0.0909090909090909,1,0.0454545454545455,1,0.863636363636364,0.0909090909090909,0.136363636363636,1,1,0.0909090909090909,0.0909090909090909,0.0909090909090909,0.863636363636364,1,1,0.136363636363636,1,0.0454545454545455,0.0454545454545455,1,1,1,1,0.0909090909090909,1,1,0.0454545454545455,0.0454545454545455,0.0909090909090909,1,0.0909090909090909,0.0909090909090909,0.0454545454545455,0.136363636363636,1,1,1,0.0454545454545455,0.136363636363636,0.0454545454545455,0.0454545454545455,1,0.0454545454545455,1,0.0454545454545455,0.136363636363636,1,0.0454545454545455,0.181818181818182,0.0454545454545455
"26",2,2006,0.2,0.15,1,0.1,0.2,0.1,0.1,0.15,0.15,1,0.15,1,0.8,0.1,0.1,1,1,0.15,0.15,0.1,0.85,1,1,0.1,1,0.1,0.1,1,1,1,1,0.1,1,1,0.15,0.1,0.1,1,0.15,0.1,0.1,0.2,1,1,1,0.1,0.15,0.1,0.1,1,0.1,1,0.1,0.1,1,0.1,0.15,0.1
"27",3,2006,0.0434782608695652,0.0434782608695652,1,0,0.217391304347826,0,0.0869565217391304,0.0434782608695652,0.0434782608695652,1,0,1,0.826086956521739,0,0.0434782608695652,0.956521739130435,1,0,0,0.0434782608695652,0.782608695652174,0.956521739130435,1,0.0434782608695652,1,0,0,1,1,1,1,0.0434782608695652,1,1,0.0434782608695652,0.173913043478261,0,1,0.130434782608696,0,0.0434782608695652,0.0434782608695652,1,1,1,0.0434782608695652,0.217391304347826,0,0,1,0,1,0,0.0434782608695652,1,0.0869565217391304,0.0434782608695652,0
"28",4,2006,0.15,0.1,1,0.1,0.3,0.1,0.1,0.2,0.1,1,0.15,1,0.4,0.1,0.1,0.95,1,0.2,0.15,0.15,0.65,1,1,0.1,1,0.15,0.1,1,1,1,1,0.1,1,1,0.1,0.15,0.15,1,0.15,0.1,0.15,0.15,1,1,1,0.15,0.15,0.25,0.15,1,0.1,1,0.1,0.1,1,0.1,0.1,0.1
"29",5,2006,0.130434782608696,0.0869565217391304,1,0.0434782608695652,0.130434782608696,0.0434782608695652,0.0434782608695652,0.0434782608695652,0.130434782608696,1,0.0869565217391304,1,0.0434782608695652,0.0434782608695652,0.0869565217391304,0.956521739130435,1,0.130434782608696,0.0434782608695652,0.0434782608695652,0.347826086956522,1,1,0.0434782608695652,1,0.0434782608695652,0.0434782608695652,1,1,1,1,0.0434782608695652,1,1,0.0869565217391304,0.0869565217391304,0.0434782608695652,1,0.0869565217391304,0.0869565217391304,0.0434782608695652,0.130434782608696,1,1,1,0.217391304347826,0.0869565217391304,0.0869565217391304,0.0434782608695652,1,0.130434782608696,1,0.0434782608695652,0.0434782608695652,1,0.0434782608695652,0.0869565217391304,0.0434782608695652
"30",6,2006,0.181818181818182,0.0454545454545455,1,0.0909090909090909,0.136363636363636,0.0454545454545455,0.0909090909090909,0.0454545454545455,0.0454545454545455,1,0.136363636363636,1,0.0909090909090909,0.0454545454545455,0.0454545454545455,1,1,0.0909090909090909,0.0454545454545455,0.0454545454545455,0.272727272727273,1,1,0.136363636363636,1,0.0454545454545455,0.0454545454545455,1,1,1,1,0.0909090909090909,1,1,0.136363636363636,0.0909090909090909,0.0909090909090909,1,0.0454545454545455,0.0454545454545455,0.0909090909090909,0.0454545454545455,1,1,1,0.136363636363636,0.0454545454545455,0.0454545454545455,0.0909090909090909,1,0.0909090909090909,1,0.0909090909090909,0.0909090909090909,1,0.0454545454545455,0.0909090909090909,0.0454545454545455
"31",7,2006,0.0952380952380952,0.0476190476190476,1,0.0476190476190476,0.0952380952380952,0.0476190476190476,0.0476190476190476,0.19047619047619,0.0952380952380952,1,0,1,0.0952380952380952,0,0,0.904761904761905,1,0.0476190476190476,0.0476190476190476,0,0.523809523809524,1,1,0.0476190476190476,1,0,0,1,1,1,1,0,1,1,0,0,0,1,0,0.0476190476190476,0,0,1,1,1,0.0476190476190476,0,0,0.0476190476190476,1,0.0476190476190476,1,0,0,1,0,0.0476190476190476,0.0476190476190476
"32",8,2006,0.260869565217391,0.0434782608695652,1,0.0869565217391304,0.0434782608695652,0.0434782608695652,0,0,0,1,0.0434782608695652,1,0,0.0434782608695652,0.0434782608695652,0.739130434782609,1,0.0434782608695652,0.0869565217391304,0.0869565217391304,0.521739130434783,1,1,0.0434782608695652,1,0.0434782608695652,0,1,1,1,1,0,1,1,0,0,0,1,0.0869565217391304,0.130434782608696,0.0434782608695652,0,1,1,1,0.0434782608695652,0.0869565217391304,0,0,1,0.0434782608695652,1,0,0.0434782608695652,1,0,0.0869565217391304,0
"33",9,2006,0.19047619047619,0.0476190476190476,1,0.0476190476190476,0.142857142857143,0.0476190476190476,0.142857142857143,0.0952380952380952,0.0476190476190476,1,0.0476190476190476,1,0.0952380952380952,0.0952380952380952,0.0952380952380952,0.952380952380952,1,0.0952380952380952,0.0952380952380952,0.0952380952380952,0.333333333333333,1,1,0.0476190476190476,1,0.0952380952380952,0.0476190476190476,1,1,1,1,0.0952380952380952,1,1,0.0476190476190476,0.0476190476190476,0.0952380952380952,1,0.0952380952380952,0.0476190476190476,0.0476190476190476,0.0476190476190476,1,1,1,0.0952380952380952,0.0952380952380952,0.0476190476190476,0.0952380952380952,1,0.0952380952380952,1,0.0952380952380952,0.0476190476190476,1,0.142857142857143,0.142857142857143,0.0476190476190476
"34",10,2006,0.136363636363636,0.0454545454545455,1,0.0909090909090909,0.0454545454545455,0.0454545454545455,0.136363636363636,0.136363636363636,0.136363636363636,1,0.0454545454545455,1,0.0454545454545455,0.0454545454545455,0.0454545454545455,0.909090909090909,1,0.0909090909090909,0.0454545454545455,0.0909090909090909,0.318181818181818,1,1,0.0454545454545455,1,0.0454545454545455,0.0454545454545455,1,1,1,1,0.136363636363636,1,1,0.0454545454545455,0.0454545454545455,0.0909090909090909,1,0.0454545454545455,0.0909090909090909,0.0454545454545455,0.0454545454545455,1,1,1,0.0454545454545455,0.0909090909090909,0.0454545454545455,0.136363636363636,1,0.0454545454545455,1,0.0454545454545455,0.0909090909090909,1,0.0454545454545455,0.0909090909090909,0.0454545454545455
"35",11,2006,0.318181818181818,0.136363636363636,1,0.136363636363636,0.318181818181818,0.227272727272727,0.227272727272727,0.136363636363636,0.136363636363636,1,0.181818181818182,1,0.181818181818182,0.181818181818182,0.136363636363636,0.863636363636364,1,0.136363636363636,0.181818181818182,0.181818181818182,0.409090909090909,0.636363636363636,1,0.227272727272727,1,0.181818181818182,0.136363636363636,1,1,1,1,0.136363636363636,1,1,0.181818181818182,0.181818181818182,0.136363636363636,1,0.181818181818182,0.181818181818182,0.227272727272727,0.136363636363636,1,1,1,0.227272727272727,0.136363636363636,0.136363636363636,0.136363636363636,1,0.136363636363636,1,0.136363636363636,0.136363636363636,1,0.136363636363636,0.136363636363636,0.136363636363636
"36",12,2006,0.333333333333333,0.19047619047619,1,0.0952380952380952,0.0952380952380952,0.0952380952380952,0.142857142857143,0.0952380952380952,0.142857142857143,1,0.142857142857143,1,0.0952380952380952,0.142857142857143,0.142857142857143,0.952380952380952,1,0.19047619047619,0.142857142857143,0.142857142857143,0.428571428571429,0.904761904761905,1,0.0952380952380952,1,0.0952380952380952,0.0952380952380952,1,1,1,1,0.0952380952380952,1,1,0.142857142857143,0.142857142857143,0.0952380952380952,1,0.142857142857143,0.0952380952380952,0.0952380952380952,0.0952380952380952,1,1,1,0.142857142857143,0.19047619047619,0.0952380952380952,0.0952380952380952,1,0.142857142857143,1,0.0952380952380952,0.0952380952380952,1,0.0952380952380952,0.142857142857143,0.0952380952380952
"37",1,2007,0.173913043478261,0.0869565217391304,1,0.0869565217391304,0.173913043478261,0.0869565217391304,0.0869565217391304,0.0869565217391304,0.0869565217391304,1,0.0869565217391304,1,0.130434782608696,0.130434782608696,0.130434782608696,0.869565217391304,1,0.0869565217391304,0.0869565217391304,0.173913043478261,0.173913043478261,0.956521739130435,1,0.0869565217391304,1,0.0869565217391304,0.130434782608696,1,1,1,1,0.0869565217391304,1,1,0.130434782608696,0.173913043478261,0.130434782608696,1,0.130434782608696,0.173913043478261,0.130434782608696,0.0869565217391304,1,1,1,0.0869565217391304,0.130434782608696,0.0869565217391304,0.0869565217391304,1,0.130434782608696,1,0.0869565217391304,0.130434782608696,1,0.130434782608696,0.0869565217391304,0.130434782608696
"38",2,2007,0.2,0.1,1,0.1,0.1,0.15,0.2,0.25,0.1,1,0.1,1,0.15,0.1,0.15,0.9,1,0.1,0.15,0.15,0.25,0.8,1,0.1,1,0.1,0.1,1,1,1,1,0.1,1,1,0.1,0.1,0.15,1,0.15,0.1,0.15,0.1,1,1,1,0.15,0.2,0.1,0.15,1,0.1,1,0.1,0.1,1,0.15,0.1,0.1
"39",3,2007,0.181818181818182,0.0454545454545455,1,0,0.0909090909090909,0,0.0909090909090909,0.0454545454545455,0,1,0.0454545454545455,1,0.0909090909090909,0,0,0.818181818181818,1,0.0454545454545455,0,0.0909090909090909,0.227272727272727,0.954545454545455,1,0.0909090909090909,1,0.0454545454545455,0,1,1,1,1,0,1,1,0,0.0454545454545455,0.0454545454545455,1,0.0454545454545455,0.0454545454545455,0,0,1,1,1,0,0,0.136363636363636,0,1,0,1,0.0454545454545455,0.0454545454545455,0.954545454545455,0,0.0909090909090909,0.0454545454545455
