"","Group.1","Group.2","AMBEV.ON","GERDAU.PN","ECOD.INFU.E.LOG.ON","METALURGICA.GERDAU.PN","LOJAS.RENNER.ON","ITAU.UNIBANCO.HOLDING.PN","CPFL.ENERGIA.ON","LOJAS.AMERICANAS.PN.REP1.PN","CYRELA.BRAZIL.REALTY.ON","SMILES.ON","CIA.ENERGETICA.DE.MINAS.GERAIS.PN","BANCO.SANTANDER.BRASIL.UNITS","BRF.BRASIL.FOODS.ON","USINAS.SIDERURGICAS.DE.MINAS.GERAIS.A.PN","ENGIE.BRASIL.ENERGIA.ON","WEG.ON","QUALICORP.ON","EMBRAER.ON","CMPH.COCS..RODOVIARIAS.ON","ENERGIAS.DO.BRASIL.ON.BRAZIL","RUMO.ON","RAIA.DROGASIL.ON","HYPERMARCAS.ON","ITAUSA.INVESTIMENTOS.ITAU.PN","MRV.ENGENHARIA.E.PARTICIPACOES.ON","BANCO.DO.BRASIL.ON","VALE.ON","KLABIN.UNITS","MARFRIG.FRIGORIFICOS.ON","BMF.BOVESPA.BLVAL..MEREFU.ON","BB.SEGURIDADE.ON","PETROLEO.BRASILEIRO.PN","ESTACIO.PARTICIPACOES.ON","EQUATORIAL.ENERGIA.ON","CIA.PARANAENSE.DE.ENERGIA.COPEL.PN","BRASKEM.PN.SERIES.A","BANCO.BRADESCO.PN","MULTIPLAN.EMPE..IMOBS.ON","SUZANO.BAHIA.SUL.PAPEL.CELULOSE.A.PN","NATURA.COSMETICOS.ON","VALE.PN","BANCO.BRADESCO.ON","CIELO.ON","KROTON.EDUCACIONAL.ON","FIBRIA.CELULOSE.ON","CPAD.SANMT.BASICO.DE.SAOP.ON","LOCALIZA.RENT.A.CAR.ON","TELEFONICA.BRASIL.PN","BRADESPAR.PN","BR.MALLS.PARTICIPACOES.ON","COMPANHIA.SIDERURGICA.NACIONAL.ON","ULTRAPAR.PARTICIPOES.ON","COSAN.INDUSTRIA.E.COMERCIO.ON","CMPBRA.DE.DISTB..PN","JBS.ON","CENTRAIS.ELETR.BRAS..ELETROBRAS.ON","TIM.PARTICIPACOES.ON","PETROLEO.BRASILEIRO.ON"
"40",4,2007,0.333333333333333,0.0476190476190476,1,0.0476190476190476,0.0952380952380952,0.0476190476190476,0.0476190476190476,0.0476190476190476,0.0476190476190476,1,0.0952380952380952,1,0.0476190476190476,0.0476190476190476,0.0476190476190476,0.666666666666667,1,0.142857142857143,0.0476190476190476,0.0476190476190476,0.285714285714286,0.857142857142857,1,0.0952380952380952,1,0.0476190476190476,0.0952380952380952,1,1,1,1,0.0476190476190476,1,1,0.0952380952380952,0.142857142857143,0.0952380952380952,1,0.0952380952380952,0.0476190476190476,0.0476190476190476,0.0476190476190476,1,1,1,0.0952380952380952,0.142857142857143,0.0952380952380952,0.0476190476190476,0.333333333333333,0.0952380952380952,1,0.0476190476190476,0.0476190476190476,0.0952380952380952,0.0952380952380952,0.19047619047619,0.0476190476190476
"41",5,2007,0.0434782608695652,0.0434782608695652,1,0.0869565217391304,0.0434782608695652,0.0434782608695652,0.0869565217391304,0.0869565217391304,0.0869565217391304,1,0.0434782608695652,1,0.0434782608695652,0.0434782608695652,0.0869565217391304,0.91304347826087,1,0.0434782608695652,0.0869565217391304,0.130434782608696,0.434782608695652,0.91304347826087,1,0.0434782608695652,1,0.0434782608695652,0.0434782608695652,1,1,1,1,0.0434782608695652,1,1,0.0434782608695652,0.0434782608695652,0.0434782608695652,1,0.0434782608695652,0.130434782608696,0.0434782608695652,0.0434782608695652,1,1,1,0.130434782608696,0.0869565217391304,0.0434782608695652,0.0869565217391304,0.0434782608695652,0.130434782608696,0.91304347826087,0.130434782608696,0.0869565217391304,0.0869565217391304,0.0434782608695652,0.0869565217391304,0.0434782608695652
"42",6,2007,0.0476190476190476,0.0476190476190476,1,0.0476190476190476,0.0476190476190476,0.142857142857143,0.0476190476190476,0.0952380952380952,0.0476190476190476,1,0.142857142857143,1,0.142857142857143,0.0952380952380952,0.19047619047619,0.0952380952380952,1,0.0952380952380952,0.0476190476190476,0.0952380952380952,0.0952380952380952,0.428571428571429,1,0.0952380952380952,1,0.0476190476190476,0.0476190476190476,1,1,1,1,0.142857142857143,1,1,0.0952380952380952,0.0476190476190476,0.0476190476190476,1,0.19047619047619,0.0476190476190476,0.0476190476190476,0.0476190476190476,1,1,1,0.0476190476190476,0.0952380952380952,0.0476190476190476,0.0476190476190476,0.0476190476190476,0.0476190476190476,1,0.0476190476190476,0.0476190476190476,0.0476190476190476,0.0476190476190476,0.142857142857143,0.0476190476190476
"43",7,2007,0.363636363636364,0.0454545454545455,1,0.0454545454545455,0.0909090909090909,0.0454545454545455,0.0909090909090909,0.0909090909090909,0.0454545454545455,1,0.0454545454545455,1,0.0909090909090909,0.0454545454545455,0.0909090909090909,0.0909090909090909,1,0.0909090909090909,0.0454545454545455,0.136363636363636,0.5,0.136363636363636,1,0.0454545454545455,0.772727272727273,0.0454545454545455,0.0909090909090909,1,0.0909090909090909,1,1,0.0454545454545455,1,1,0.0909090909090909,0.0454545454545455,0.0909090909090909,0.909090909090909,0.0454545454545455,0.0454545454545455,0.0454545454545455,0.0909090909090909,1,0.727272727272727,1,0.0454545454545455,0.0454545454545455,0.0909090909090909,0.0454545454545455,0.0909090909090909,0.0454545454545455,1,0.0454545454545455,0.0454545454545455,0.0909090909090909,0.0909090909090909,0.0909090909090909,0.0454545454545455
"44",8,2007,0.0434782608695652,0,1,0,0,0,0.0434782608695652,0,0.0869565217391304,1,0.0869565217391304,1,0,0,0.0434782608695652,0.0869565217391304,1,0.0869565217391304,0,0,0.434782608695652,0.0869565217391304,1,0,0.0434782608695652,0.0434782608695652,0,1,0,1,1,0,1,1,0.0434782608695652,0.0434782608695652,0.0434782608695652,0.0869565217391304,0.0434782608695652,0,0.0434782608695652,0.0869565217391304,1,0.0434782608695652,1,0,0,0.0869565217391304,0.0434782608695652,0.0434782608695652,0,1,0.0869565217391304,0.0434782608695652,0,0,0.0434782608695652,0
"45",9,2007,0.1,0.1,1,0.05,0.05,0.1,0.05,0.1,0.05,1,0.1,1,0.1,0.05,0.1,0.25,1,0.05,0.1,0.05,0.45,0.1,1,0.15,0.15,0.1,0.05,1,0.05,1,1,0.05,1,1,0.05,0.1,0.1,0.1,0.05,0.1,0.05,0.1,1,0.15,1,0.1,0.1,0.1,0.05,0.05,0.05,1,0.05,0.1,0.1,0.05,0.1,0.05
"46",10,2007,0.173913043478261,0.0434782608695652,1,0.0869565217391304,0.0869565217391304,0.0434782608695652,0.0434782608695652,0.0869565217391304,0.130434782608696,1,0.0434782608695652,1,0.0434782608695652,0.0869565217391304,0.0869565217391304,0.0434782608695652,1,0.0434782608695652,0.0869565217391304,0.0869565217391304,0.391304347826087,0.0869565217391304,1,0.0434782608695652,0.0434782608695652,0.0869565217391304,0.0434782608695652,1,0.173913043478261,1,1,0.0434782608695652,1,1,0.130434782608696,0.0434782608695652,0.0434782608695652,0.0434782608695652,0.130434782608696,0.0434782608695652,0.0434782608695652,0.130434782608696,1,0.434782608695652,1,0.0869565217391304,0.0434782608695652,0.0434782608695652,0.0434782608695652,0.0434782608695652,0.0434782608695652,1,0.0434782608695652,0.0869565217391304,0.0869565217391304,0.0434782608695652,0.130434782608696,0.0434782608695652
"47",11,2007,0.181818181818182,0.181818181818182,1,0.136363636363636,0.136363636363636,0.136363636363636,0.136363636363636,0.181818181818182,0.181818181818182,1,0.181818181818182,1,0.136363636363636,0.181818181818182,0.136363636363636,0.181818181818182,1,0.181818181818182,0.181818181818182,0.181818181818182,0.772727272727273,0.272727272727273,1,0.136363636363636,0.136363636363636,0.136363636363636,0.136363636363636,1,0.227272727272727,1,1,0.136363636363636,1,1,0.181818181818182,0.136363636363636,0.136363636363636,0.181818181818182,0.227272727272727,0.136363636363636,0.136363636363636,0.181818181818182,1,0.181818181818182,1,0.136363636363636,0.136363636363636,0.181818181818182,0.136363636363636,0.136363636363636,0.136363636363636,1,0.136363636363636,0.136363636363636,0.181818181818182,0.136363636363636,0.136363636363636,0.181818181818182
"48",12,2007,0.142857142857143,0.142857142857143,1,0.142857142857143,0.19047619047619,0.19047619047619,0.142857142857143,0.19047619047619,0.142857142857143,1,0.142857142857143,1,0.238095238095238,0.142857142857143,0.19047619047619,0.238095238095238,1,0.142857142857143,0.19047619047619,0.19047619047619,0.761904761904762,0.142857142857143,1,0.19047619047619,0.238095238095238,0.238095238095238,0.19047619047619,1,0.19047619047619,0.142857142857143,1,0.142857142857143,1,1,0.142857142857143,0.142857142857143,0.142857142857143,0.19047619047619,0.238095238095238,0.19047619047619,0.142857142857143,0.19047619047619,1,0.285714285714286,1,0.142857142857143,0.19047619047619,0.19047619047619,0.142857142857143,0.142857142857143,0.19047619047619,1,0.19047619047619,0.142857142857143,0.142857142857143,0.142857142857143,0.238095238095238,0.142857142857143
"49",1,2008,0.0869565217391304,0.0869565217391304,1,0.0869565217391304,0.0869565217391304,0.217391304347826,0.0869565217391304,0.0869565217391304,0.130434782608696,1,0.0869565217391304,1,0.0869565217391304,0.130434782608696,0.130434782608696,0.0869565217391304,1,0.130434782608696,0.130434782608696,0.130434782608696,0.565217391304348,0.130434782608696,1,0.130434782608696,0.0869565217391304,0.0869565217391304,0.0869565217391304,1,0.130434782608696,0.0869565217391304,1,0.0869565217391304,1,1,0.130434782608696,0.0869565217391304,0.130434782608696,0.0869565217391304,0.0869565217391304,0.0869565217391304,0.0869565217391304,0.173913043478261,1,0.217391304347826,1,0.0869565217391304,0.130434782608696,0.0869565217391304,0.0869565217391304,0.0869565217391304,0.0869565217391304,1,0.0869565217391304,0.0869565217391304,0.0869565217391304,0.0869565217391304,0.130434782608696,0.0869565217391304
"50",2,2008,0.19047619047619,0.0952380952380952,1,0.0952380952380952,0.0952380952380952,0.0952380952380952,0.0952380952380952,0.142857142857143,0.0952380952380952,1,0.0952380952380952,1,0.142857142857143,0.0952380952380952,0.19047619047619,0.142857142857143,1,0.142857142857143,0.19047619047619,0.0952380952380952,0.761904761904762,0.285714285714286,1,0.0952380952380952,0.19047619047619,0.142857142857143,0.19047619047619,1,0.238095238095238,0.142857142857143,1,0.0952380952380952,1,1,0.0952380952380952,0.0952380952380952,0.0952380952380952,0.142857142857143,0.142857142857143,0.0952380952380952,0.0952380952380952,0.142857142857143,1,0.0952380952380952,1,0.0952380952380952,0.0952380952380952,0.0952380952380952,0.0952380952380952,0.142857142857143,0.0952380952380952,1,0.0952380952380952,0.0952380952380952,0.0952380952380952,0.142857142857143,0.0952380952380952,0.0952380952380952
"51",3,2008,0.142857142857143,0.0476190476190476,1,0.0476190476190476,0.0476190476190476,0.0476190476190476,0.0476190476190476,0.0476190476190476,0.0952380952380952,1,0.142857142857143,1,0.0476190476190476,0.0476190476190476,0.0476190476190476,0.0952380952380952,1,0.238095238095238,0.0952380952380952,0.0476190476190476,0.571428571428571,0.19047619047619,1,0.0476190476190476,0.0476190476190476,0.0476190476190476,0.0476190476190476,1,0.0476190476190476,0.0476190476190476,1,0.0952380952380952,1,1,0.0476190476190476,0.0476190476190476,0.0476190476190476,0.0952380952380952,0.0476190476190476,0.0476190476190476,0.0476190476190476,0.0476190476190476,1,0.285714285714286,1,0.0476190476190476,0.0476190476190476,0.0476190476190476,0.0476190476190476,0.0476190476190476,0.0476190476190476,1,0.0476190476190476,0.0476190476190476,0.142857142857143,0.0476190476190476,0.0476190476190476,0.0476190476190476
"52",4,2008,0.136363636363636,0.0454545454545455,1,0.0454545454545455,0.0454545454545455,0.0454545454545455,0.0454545454545455,0.0454545454545455,0.0454545454545455,1,0.0454545454545455,1,0.0909090909090909,0.0454545454545455,0.0454545454545455,0.181818181818182,1,0.0454545454545455,0.0454545454545455,0.181818181818182,0.545454545454545,0.318181818181818,0.909090909090909,0.0454545454545455,0.0909090909090909,0.0454545454545455,0.0454545454545455,1,0.136363636363636,0.0454545454545455,1,0.0454545454545455,1,0.318181818181818,0.0909090909090909,0.0909090909090909,0.0454545454545455,0.136363636363636,0.0454545454545455,0.0454545454545455,0.0909090909090909,0.0454545454545455,1,0.227272727272727,1,0.0454545454545455,0.136363636363636,0.0454545454545455,0.0909090909090909,0.0909090909090909,0.0454545454545455,1,0.136363636363636,0.0454545454545455,0.0909090909090909,0.0909090909090909,0.0454545454545455,0.0454545454545455
"53",5,2008,0.0909090909090909,0.0909090909090909,1,0.0909090909090909,0.136363636363636,0.0909090909090909,0.0909090909090909,0.0909090909090909,0.0909090909090909,1,0.0909090909090909,1,0.0909090909090909,0.0909090909090909,0.136363636363636,0.0909090909090909,1,0.0909090909090909,0.136363636363636,0.0909090909090909,0.545454545454545,0.272727272727273,0.136363636363636,0.0909090909090909,0.0909090909090909,0.0909090909090909,0.136363636363636,1,0.0909090909090909,0.0909090909090909,1,0.0909090909090909,1,0.0909090909090909,0.136363636363636,0.0909090909090909,0.0909090909090909,0.136363636363636,0.0909090909090909,0.0909090909090909,0.0909090909090909,0.136363636363636,1,0.181818181818182,1,0.0909090909090909,0.0909090909090909,0.0909090909090909,0.0909090909090909,0.136363636363636,0.0909090909090909,1,0.136363636363636,0.181818181818182,0.136363636363636,0.0909090909090909,0.0909090909090909,0.0909090909090909
"54",6,2008,0.0476190476190476,0,1,0,0.0476190476190476,0.0476190476190476,0,0,0.0476190476190476,1,0,1,0,0,0.0476190476190476,0.142857142857143,1,0,0.0476190476190476,0,0.80952380952381,0.142857142857143,0,0,0.0476190476190476,0.0476190476190476,0,1,0,0,1,0,1,0.142857142857143,0,0,0,0,0.0476190476190476,0,0,0.0476190476190476,1,0.238095238095238,1,0,0.0476190476190476,0,0,0.142857142857143,0,0.904761904761905,0,0,0.0476190476190476,0,0,0
"55",7,2008,0.130434782608696,0.0869565217391304,1,0.0434782608695652,0.0434782608695652,0.0434782608695652,0.0869565217391304,0.0869565217391304,0.0434782608695652,1,0.0434782608695652,1,0.0434782608695652,0.0434782608695652,0.0869565217391304,0.0434782608695652,1,0.0434782608695652,0.130434782608696,0.0869565217391304,0.652173913043478,0.260869565217391,0.0869565217391304,0.0434782608695652,0.0869565217391304,0.0434782608695652,0.0869565217391304,1,0.0869565217391304,0.130434782608696,1,0.0869565217391304,0.565217391304348,0.0869565217391304,0.0434782608695652,0.130434782608696,0.0434782608695652,0.173913043478261,0.130434782608696,0.0434782608695652,0.0434782608695652,0.0434782608695652,1,0.347826086956522,1,0.0434782608695652,0.0434782608695652,0.0434782608695652,0.0434782608695652,0.0869565217391304,0.0434782608695652,0.956521739130435,0.173913043478261,0.0869565217391304,0.0869565217391304,0.0434782608695652,0.0869565217391304,0.0434782608695652
"56",8,2008,0.142857142857143,0,1,0,0.0476190476190476,0,0.0476190476190476,0,0,1,0.0476190476190476,1,0,0,0,0.0476190476190476,1,0,0.0476190476190476,0.0476190476190476,0.80952380952381,0.0952380952380952,0.0476190476190476,0.0476190476190476,0.142857142857143,0,0,1,0.0476190476190476,0,1,0,0.142857142857143,0.0952380952380952,0,0.0476190476190476,0,0.0476190476190476,0,0,0,0.0476190476190476,1,0.285714285714286,1,0.0952380952380952,0.0952380952380952,0,0,0.0952380952380952,0,1,0.0476190476190476,0.0476190476190476,0,0,0.0952380952380952,0
"57",9,2008,0.0909090909090909,0,1,0,0.0454545454545455,0,0,0,0,1,0,1,0.0454545454545455,0,0,0,1,0,0.0454545454545455,0.0454545454545455,0.272727272727273,0.136363636363636,0.0909090909090909,0.0454545454545455,0.0454545454545455,0,0,1,0,0,1,0,0.0909090909090909,0.0909090909090909,0.136363636363636,0,0.0454545454545455,0.0454545454545455,0.0909090909090909,0,0,0,1,0.318181818181818,1,0,0,0,0,0.0454545454545455,0,1,0.0454545454545455,0,0,0,0.0454545454545455,0
"58",10,2008,0.0869565217391304,0,1,0,0,0.0869565217391304,0,0,0,1,0,1,0,0,0,0.0434782608695652,1,0,0.0434782608695652,0,0.347826086956522,0,0,0,0.0434782608695652,0,0,1,0,0,1,0,0.0434782608695652,0,0,0,0,0,0,0,0,0.0434782608695652,1,0.260869565217391,1,0,0.0434782608695652,0,0.0434782608695652,0.130434782608696,0,1,0,0,0.0434782608695652,0,0.0434782608695652,0
"59",11,2008,0.05,0.05,1,0.05,0.05,0.05,0.1,0.05,0.05,1,0.15,1,0.05,0.05,0.15,0.05,1,0.05,0.05,0.05,0.55,0.3,0.15,0.05,0.05,0.05,0.05,1,0.15,0.05,1,0.05,0.1,0.1,0.05,0.1,0.05,0.05,0.1,0.05,0.05,0.05,1,0.15,1,0.05,0.15,0.05,0.05,0.05,0.05,1,0.05,0.05,0.05,0.05,0.05,0.05
"60",12,2008,0.130434782608696,0.130434782608696,1,0.130434782608696,0.130434782608696,0.173913043478261,0.130434782608696,0.217391304347826,0.130434782608696,1,0.130434782608696,1,0.173913043478261,0.130434782608696,0.173913043478261,0.304347826086957,1,0.130434782608696,0.217391304347826,0.217391304347826,0.695652173913043,0.434782608695652,0.217391304347826,0.173913043478261,0.217391304347826,0.260869565217391,0.130434782608696,1,0.173913043478261,0.130434782608696,1,0.130434782608696,0.260869565217391,0.173913043478261,0.173913043478261,0.173913043478261,0.130434782608696,0.260869565217391,0.130434782608696,0.130434782608696,0.130434782608696,0.217391304347826,1,0.521739130434783,1,0.130434782608696,0.130434782608696,0.130434782608696,0.130434782608696,0.173913043478261,0.130434782608696,1,0.173913043478261,0.173913043478261,0.130434782608696,0.130434782608696,0.173913043478261,0.130434782608696
"61",1,2009,0.0909090909090909,0.0454545454545455,1,0.0454545454545455,0.0909090909090909,0.0454545454545455,0.0909090909090909,0.0454545454545455,0.0909090909090909,1,0.0454545454545455,1,0.0454545454545455,0.0454545454545455,0.0454545454545455,0.0909090909090909,1,0.0454545454545455,0.0454545454545455,0.136363636363636,0.590909090909091,0.181818181818182,0.0909090909090909,0.0909090909090909,0.0909090909090909,0.0454545454545455,0.0454545454545455,1,0.136363636363636,0.0909090909090909,1,0.0909090909090909,0.272727272727273,0.136363636363636,0.136363636363636,0.0909090909090909,0.0454545454545455,0.136363636363636,0.136363636363636,0.0454545454545455,0.0454545454545455,0.0909090909090909,1,0.227272727272727,1,0.0454545454545455,0.0454545454545455,0.0909090909090909,0.0454545454545455,0.227272727272727,0.0454545454545455,1,0.0454545454545455,0.0909090909090909,0.0909090909090909,0.0454545454545455,0.0909090909090909,0.0454545454545455
"62",2,2009,0.3,0.1,1,0.1,0.15,0.1,0.1,0.15,0.1,1,0.1,1,0.1,0.1,0.15,0.15,1,0.1,0.1,0.15,0.6,0.3,0.15,0.2,0.1,0.1,0.15,1,0.1,0.1,1,0.1,0.15,0.15,0.2,0.1,0.1,0.2,0.1,0.15,0.1,0.15,1,0.15,1,0.1,0.1,0.1,0.1,0.35,0.1,1,0.1,0.15,0.1,0.15,0.15,0.1
"63",3,2009,0.136363636363636,0,1,0,0,0,0,0.0454545454545455,0,1,0,1,0,0,0,0.0454545454545455,1,0,0,0.0909090909090909,0.5,0.272727272727273,0.0454545454545455,0.0454545454545455,0.0454545454545455,0,0,1,0,0.0454545454545455,1,0,0.181818181818182,0.0909090909090909,0,0,0,0.0454545454545455,0,0.0909090909090909,0,0.0454545454545455,1,0.0909090909090909,1,0.0454545454545455,0,0.0454545454545455,0,0.0454545454545455,0,1,0.0454545454545455,0,0.0909090909090909,0,0.136363636363636,0.0454545454545455
"64",4,2009,0.136363636363636,0.0909090909090909,1,0.0909090909090909,0.136363636363636,0.136363636363636,0.136363636363636,0.0909090909090909,0.0909090909090909,1,0.136363636363636,1,0.0909090909090909,0.0909090909090909,0.136363636363636,0.181818181818182,1,0.0909090909090909,0.136363636363636,0.0909090909090909,0.227272727272727,0.227272727272727,0.181818181818182,0.136363636363636,0.181818181818182,0.0909090909090909,0.0909090909090909,1,0.0909090909090909,0.0909090909090909,1,0.0909090909090909,0.227272727272727,0.136363636363636,0.136363636363636,0.0909090909090909,0.136363636363636,0.136363636363636,0.181818181818182,0.0909090909090909,0.0909090909090909,0.136363636363636,1,0.272727272727273,1,0.0909090909090909,0.136363636363636,0.136363636363636,0.0909090909090909,0.136363636363636,0.0909090909090909,1,0.0909090909090909,0.181818181818182,0.0909090909090909,0.0909090909090909,0.227272727272727,0.0909090909090909
"65",5,2009,0.142857142857143,0.0476190476190476,1,0.0476190476190476,0.0952380952380952,0.0476190476190476,0.0476190476190476,0.19047619047619,0.0476190476190476,1,0.0952380952380952,1,0.0476190476190476,0.0476190476190476,0.142857142857143,0.0476190476190476,1,0.0952380952380952,0.0952380952380952,0.0476190476190476,0.476190476190476,0.0476190476190476,0.0952380952380952,0.0952380952380952,0.0476190476190476,0.0952380952380952,0.0476190476190476,1,0.0476190476190476,0.0952380952380952,1,0.0952380952380952,0.142857142857143,0.142857142857143,0.142857142857143,0.0476190476190476,0.0476190476190476,0.0476190476190476,0.0476190476190476,0.0952380952380952,0.0476190476190476,0.0476190476190476,1,0.142857142857143,1,0.0476190476190476,0.0476190476190476,0.0476190476190476,0.0952380952380952,0.0952380952380952,0.0476190476190476,1,0.0476190476190476,0.0476190476190476,0.0952380952380952,0.142857142857143,0.0476190476190476,0.0476190476190476
"66",6,2009,0.136363636363636,0.0454545454545455,1,0.0454545454545455,0.0454545454545455,0.0909090909090909,0.0454545454545455,0.0909090909090909,0.136363636363636,1,0.0454545454545455,1,0.0454545454545455,0.0454545454545455,0.227272727272727,0.0454545454545455,1,0.0454545454545455,0.0454545454545455,0.0454545454545455,0.681818181818182,0.0454545454545455,0.0909090909090909,0.0454545454545455,0.0909090909090909,0.0454545454545455,0.0454545454545455,1,0.0454545454545455,0.0454545454545455,1,0.0909090909090909,0.0909090909090909,0.136363636363636,0.0454545454545455,0.136363636363636,0.0909090909090909,0.0454545454545455,0.0454545454545455,0.0454545454545455,0.0454545454545455,0.0454545454545455,0.954545454545455,0.181818181818182,1,0.0454545454545455,0.0909090909090909,0.0454545454545455,0.0454545454545455,0.0454545454545455,0.0454545454545455,1,0.0454545454545455,0.0454545454545455,0.0454545454545455,0.0909090909090909,0.0454545454545455,0.0454545454545455
"67",7,2009,0.173913043478261,0.0434782608695652,1,0.0869565217391304,0.173913043478261,0.0869565217391304,0.0869565217391304,0.173913043478261,0.0434782608695652,1,0.0434782608695652,1,0.0869565217391304,0.0434782608695652,0.130434782608696,0.130434782608696,1,0.0434782608695652,0.0869565217391304,0.130434782608696,0.652173913043478,0.173913043478261,0.0434782608695652,0.0869565217391304,0.0869565217391304,0.217391304347826,0.0869565217391304,1,0.0869565217391304,0.0434782608695652,1,0.0434782608695652,0.173913043478261,0.0434782608695652,0.0869565217391304,0.130434782608696,0.0434782608695652,0.173913043478261,0.0434782608695652,0.0434782608695652,0.0434782608695652,0.0869565217391304,0.0434782608695652,0.260869565217391,1,0.0869565217391304,0.0434782608695652,0.0434782608695652,0.0434782608695652,0.0869565217391304,0.0434782608695652,1,0.0869565217391304,0.0869565217391304,0.130434782608696,0.0869565217391304,0.130434782608696,0.0434782608695652
"68",8,2009,0.142857142857143,0,1,0.0476190476190476,0.0476190476190476,0,0,0.0476190476190476,0,1,0.0952380952380952,1,0,0,0,0.142857142857143,1,0.0476190476190476,0,0.0476190476190476,0.476190476190476,0.238095238095238,0.142857142857143,0.0476190476190476,0.0476190476190476,0.0476190476190476,0,1,0,0,1,0,0.285714285714286,0.0476190476190476,0,0.0476190476190476,0.0476190476190476,0,0,0,0.0476190476190476,0,0,0.0952380952380952,0.380952380952381,0.0476190476190476,0.0476190476190476,0.0476190476190476,0,0,0,1,0,0.0476190476190476,0.0476190476190476,0,0.0952380952380952,0
"69",9,2009,0.181818181818182,0.0454545454545455,1,0.0454545454545455,0.0454545454545455,0.0454545454545455,0.181818181818182,0.0909090909090909,0.0454545454545455,1,0.0454545454545455,1,0.0454545454545455,0.0454545454545455,0.0454545454545455,0.0454545454545455,1,0.0454545454545455,0.0454545454545455,0.0909090909090909,0.727272727272727,0.181818181818182,0.0909090909090909,0.0909090909090909,0.0909090909090909,0.0454545454545455,0.0454545454545455,1,0.0454545454545455,0.136363636363636,1,0.0454545454545455,0.136363636363636,0.0909090909090909,0.0454545454545455,0.0454545454545455,0.0454545454545455,0.0909090909090909,0.0909090909090909,0.0909090909090909,0.0454545454545455,0.0454545454545455,0.0909090909090909,0.272727272727273,0.0454545454545455,0.136363636363636,0.0454545454545455,0.0454545454545455,0.0909090909090909,0.0909090909090909,0.0454545454545455,1,0.0454545454545455,0.0454545454545455,0.0909090909090909,0.0454545454545455,0.0454545454545455,0.0454545454545455
"70",10,2009,0.0454545454545455,0.0454545454545455,1,0.0454545454545455,0.136363636363636,0.0454545454545455,0.136363636363636,0.0454545454545455,0.0454545454545455,1,0.0454545454545455,0.272727272727273,0.0454545454545455,0.0454545454545455,0.0909090909090909,0.0454545454545455,1,0.0454545454545455,0.0909090909090909,0.0454545454545455,0.681818181818182,0.181818181818182,0.272727272727273,0.0454545454545455,0.0454545454545455,0.0454545454545455,0.0454545454545455,1,0.0454545454545455,0.0909090909090909,1,0.0454545454545455,0.227272727272727,0.0909090909090909,0.0454545454545455,0.0454545454545455,0.0909090909090909,0.0454545454545455,0.0454545454545455,0.0454545454545455,0.0454545454545455,0.0454545454545455,0.0454545454545455,0.136363636363636,0.0454545454545455,0.136363636363636,0.0454545454545455,0.0454545454545455,0.0454545454545455,0.0454545454545455,0.0454545454545455,1,0.0454545454545455,0.136363636363636,0.0454545454545455,0.0454545454545455,0.0454545454545455,0.0454545454545455
"71",11,2009,0.142857142857143,0.0952380952380952,1,0.142857142857143,0.0952380952380952,0.0952380952380952,0.0952380952380952,0.142857142857143,0.0952380952380952,1,0.0952380952380952,0.142857142857143,0.0952380952380952,0.142857142857143,0.0952380952380952,0.0952380952380952,1,0.0952380952380952,0.142857142857143,0.0952380952380952,0.666666666666667,0.0952380952380952,0.142857142857143,0.0952380952380952,0.0952380952380952,0.19047619047619,0.0952380952380952,1,0.0952380952380952,0.0952380952380952,1,0.0952380952380952,0.285714285714286,0.0952380952380952,0.0952380952380952,0.0952380952380952,0.0952380952380952,0.0952380952380952,0.0952380952380952,0.0952380952380952,0.0952380952380952,0.142857142857143,0.0952380952380952,0.19047619047619,0.0952380952380952,0.142857142857143,0.0952380952380952,0.0952380952380952,0.0952380952380952,0.19047619047619,0.142857142857143,1,0.0952380952380952,0.0952380952380952,0.238095238095238,0.0952380952380952,0.0952380952380952,0.0952380952380952
