"","Group.1","Group.2","KAZMUNAIGAS.EXPL.PROD","HALYK.SAVINGS.BANK","BANK.ASTANA.FIN","BTA.BANK","KAZAKHTELECOM","KAZTRANSOIL","KCELL","AKTOBE.METALWARE.PLANT","AKTOBE.OIL.EQU.PLANT","ALLIANCE.BANK","ALTYNEX.COMPANY","ASIA.AVTO","ASTEL","ASYL.INVEST","ATAMEKEN.AGRO","ATFBANK","BANK.CENTERCREDIT","BAST","BAYAN.SULU","CHIMPHARM","DELTA.BANK","EKOTON","EXIMBANK.KAZAKHSTAN","HALYK.KAZAKHINSTRAKH","IN.CO.KOMMESK.OMIR","INSURANCE.CO.LDN.ALMATY","JSC.CAPITAL.HOTELS.JSC","KARAGANDA.FAC.OF.ASBESTOS.CMT.PRDS.","KARAZHYRA","KAZINVESTBANK","KAZKOMMERTSBANK","KM.GOLD","KMK.MUNAI","KTC","MANGISTAU.ELTY.DS.NET..MPANY","MANGISTAUMUNAIGAZ","MATEN.PETROL","MINERAL.RES.OF.CENTRAL.ASIA","NURBANK","PNB.KAZAKHSTAN.BANK","RAKHAT","SALDT.GROUP","SAS","SAT...COMPANY","SCIPIO","SENIM.BANK","SHALKIYA.ZYNC","SHYMKENT.MUNAI.ONIMDERI","STANDARD","TEMIRBANK","TEMIRLEASING","TSESNABANK","UST.KMGK.TTM.MGSUM.PLT.","ZA.BEST.GRUP","ZHAYREMSKIY.GOK.ORD","AEROFLOT.RUSS.AIRL..KAZ.","GAZPROM..KAZ.","KAZAKHMYS..KAZ.","MAGNIT..KAZ.","NOSTRUM.OIL...GAS..KAZ.","ROSTELECOM..KAZ.","SBERBANK.OF.RUSSIA..KAZ.","URALKALI..KAZ.","VTB.BANK..KAZ.","KASPI.BANK","KAZCAT.PREFERENCE.LTD."
"97",1,2012,0.272727272727273,0.136363636363636,NA,0.772727272727273,0.318181818181818,NA,NA,NA,1,NA,NA,1,1,NA,1,1,0.272727272727273,NA,1,1,0.954545454545455,1,0.818181818181818,1,1,1,0.954545454545455,1,NA,1,0.227272727272727,NA,1,0.954545454545455,1,1,NA,0.909090909090909,1,1,0.954545454545455,NA,NA,0.5,NA,1,NA,1,NA,1,1,0.909090909090909,1,NA,NA,NA,NA,0.272727272727273,NA,NA,NA,NA,NA,NA,1,0.590909090909091
"98",2,2012,0.142857142857143,0.523809523809524,NA,0.571428571428571,0.0952380952380952,NA,NA,NA,1,NA,NA,1,1,NA,1,1,0.333333333333333,NA,1,1,1,1,0.904761904761905,1,1,1,1,1,NA,1,0.380952380952381,NA,1,1,0.952380952380952,1,NA,0.952380952380952,1,1,0.952380952380952,NA,NA,0.714285714285714,NA,1,NA,1,NA,1,1,0.952380952380952,1,NA,NA,NA,NA,0.142857142857143,NA,NA,NA,NA,NA,NA,1,0.761904761904762
"99",3,2012,0.227272727272727,0.363636363636364,NA,0.863636363636364,0.409090909090909,NA,NA,NA,1,NA,NA,1,1,NA,1,1,0.5,NA,0.772727272727273,1,1,1,1,1,1,1,1,0.954545454545455,NA,1,0.363636363636364,NA,1,0.954545454545455,0.954545454545455,1,NA,0.954545454545455,1,1,1,NA,NA,0.909090909090909,NA,1,NA,1,NA,1,1,1,1,NA,NA,NA,NA,0.409090909090909,NA,NA,NA,NA,NA,NA,1,0.636363636363636
"100",4,2012,0,0.238095238095238,NA,0.714285714285714,0,NA,NA,NA,1,NA,NA,1,1,NA,1,1,0.428571428571429,NA,0.904761904761905,1,1,1,1,1,1,1,1,1,NA,1,0.380952380952381,NA,1,0.904761904761905,1,1,NA,0.952380952380952,1,1,0.952380952380952,NA,NA,0.80952380952381,NA,1,NA,1,NA,1,1,1,1,NA,NA,NA,NA,0.476190476190476,NA,NA,NA,NA,NA,NA,1,0.904761904761905
"101",5,2012,0.173913043478261,0.217391304347826,NA,0.782608695652174,0.0869565217391304,NA,NA,NA,1,NA,NA,1,1,NA,1,1,0.478260869565217,NA,1,1,1,1,0.956521739130435,1,1,1,1,1,NA,1,0.260869565217391,NA,1,0.956521739130435,1,1,NA,0.956521739130435,0.956521739130435,1,0.91304347826087,NA,NA,0.869565217391304,NA,1,NA,1,NA,1,1,0.695652173913043,1,NA,NA,NA,NA,0.217391304347826,NA,NA,NA,NA,NA,NA,1,0.91304347826087
"102",6,2012,0.285714285714286,0.0476190476190476,NA,0.714285714285714,0,NA,NA,NA,1,NA,NA,1,1,NA,1,1,0.571428571428571,NA,1,1,1,1,1,1,1,1,1,1,NA,1,0.142857142857143,NA,1,0.952380952380952,0.952380952380952,1,NA,0.80952380952381,1,1,0.904761904761905,1,NA,0.80952380952381,NA,1,NA,1,NA,1,1,0.619047619047619,1,NA,NA,NA,NA,0.238095238095238,NA,NA,NA,NA,NA,NA,1,0.857142857142857
"103",7,2012,0.409090909090909,0.454545454545455,NA,0.772727272727273,0.136363636363636,NA,NA,NA,1,NA,NA,1,1,NA,1,1,0.681818181818182,NA,0.954545454545455,1,1,1,0.954545454545455,1,1,1,0.954545454545455,1,NA,1,0.409090909090909,NA,1,0.954545454545455,0.954545454545455,1,NA,0.863636363636364,1,1,1,1,NA,0.954545454545455,NA,1,NA,1,NA,1,1,0.5,1,NA,NA,NA,NA,0.272727272727273,NA,NA,NA,NA,NA,NA,1,0.909090909090909
"104",8,2012,0.652173913043478,0.173913043478261,NA,0.652173913043478,0.260869565217391,NA,NA,NA,1,NA,NA,1,1,NA,1,1,0.782608695652174,NA,0.956521739130435,1,1,1,1,1,1,1,1,1,NA,1,0.608695652173913,NA,1,1,1,1,NA,0.91304347826087,1,1,0.956521739130435,1,NA,0.956521739130435,NA,1,NA,1,NA,1,1,0.869565217391304,1,NA,NA,NA,NA,0.347826086956522,NA,NA,NA,NA,NA,NA,1,0.956521739130435
"105",9,2012,0.55,0.45,NA,0.85,0.2,NA,NA,NA,1,NA,NA,1,1,NA,1,1,0.45,NA,1,1,0.95,1,1,1,1,1,1,1,NA,1,0.45,NA,1,0.95,1,1,NA,1,0.95,1,1,1,NA,0.95,NA,1,NA,1,NA,1,1,0.85,1,NA,NA,NA,NA,0.15,NA,NA,NA,NA,NA,NA,1,1
"106",10,2012,0.391304347826087,0.347826086956522,NA,0.304347826086957,0.521739130434783,NA,NA,NA,1,NA,NA,1,1,NA,1,1,0.608695652173913,NA,1,1,1,1,1,1,1,1,0.956521739130435,1,NA,1,0.652173913043478,NA,1,1,1,1,NA,1,1,1,0.956521739130435,0.869565217391304,NA,0.91304347826087,NA,0.956521739130435,NA,1,NA,1,1,0.956521739130435,1,NA,NA,NA,NA,0.391304347826087,NA,NA,NA,NA,NA,NA,1,1
"107",11,2012,0.409090909090909,0.227272727272727,NA,0.363636363636364,0.363636363636364,NA,NA,NA,1,NA,NA,1,1,NA,1,1,0.545454545454545,NA,1,1,1,1,1,1,1,1,0.863636363636364,1,NA,1,0.590909090909091,NA,1,0.954545454545455,1,1,NA,0.818181818181818,1,1,1,1,NA,0.772727272727273,NA,1,NA,1,NA,1,1,0.818181818181818,1,NA,NA,NA,NA,0.272727272727273,NA,NA,NA,NA,NA,NA,1,0.954545454545455
"108",12,2012,0.523809523809524,0.428571428571429,NA,0.333333333333333,0.285714285714286,0,0.153846153846154,NA,1,NA,NA,1,1,NA,1,1,0.428571428571429,NA,1,1,1,1,0.952380952380952,1,1,1,0.952380952380952,1,NA,1,0.666666666666667,NA,1,1,1,1,NA,0.952380952380952,1,1,0.952380952380952,1,NA,0.619047619047619,NA,0.952380952380952,NA,1,NA,1,1,0.857142857142857,1,NA,NA,NA,NA,0.428571428571429,NA,NA,NA,NA,NA,NA,0.904761904761905,1
"109",1,2013,0.565217391304348,0.391304347826087,NA,0.695652173913043,0.173913043478261,0.260869565217391,0.217391304347826,NA,1,NA,NA,1,1,NA,1,1,0.478260869565217,NA,1,1,1,1,1,1,1,1,0.956521739130435,1,NA,1,0.347826086956522,NA,1,0.956521739130435,0.91304347826087,1,NA,0.91304347826087,1,1,1,1,0.833333333333333,0.782608695652174,NA,1,NA,1,NA,1,1,0.782608695652174,1,NA,NA,NA,NA,0.347826086956522,NA,NA,NA,NA,NA,NA,1,0.826086956521739
"110",2,2013,0.6,0.3,NA,0.45,0.35,0.1,0.1,NA,1,NA,NA,1,1,NA,1,1,0.55,NA,1,1,1,1,1,1,1,1,1,1,NA,1,0.4,NA,1,1,0.9,1,NA,0.95,1,1,1,1,1,0.9,NA,1,NA,1,NA,1,1,0.8,1,NA,NA,NA,NA,0.2,NA,NA,NA,NA,NA,NA,1,1
"111",3,2013,0.761904761904762,0.571428571428571,NA,0.619047619047619,0.571428571428571,0.285714285714286,0.238095238095238,NA,1,NA,NA,1,1,NA,1,1,0.619047619047619,NA,1,1,1,1,1,1,1,1,1,1,NA,1,0.571428571428571,NA,1,1,1,1,NA,1,1,1,0.904761904761905,1,1,0.952380952380952,NA,1,NA,1,NA,1,1,0.80952380952381,1,NA,NA,NA,NA,0.238095238095238,NA,NA,NA,NA,NA,NA,1,1
"112",4,2013,0.681818181818182,0.5,NA,0.454545454545455,0.272727272727273,0.0909090909090909,0.227272727272727,NA,1,NA,NA,1,1,NA,1,0.954545454545455,0.590909090909091,NA,1,1,1,1,1,1,1,1,0.954545454545455,1,NA,1,0.227272727272727,NA,1,1,1,1,NA,0.909090909090909,1,1,0.681818181818182,1,1,0.909090909090909,NA,0.909090909090909,NA,1,NA,0.954545454545455,1,0.954545454545455,0.954545454545455,NA,NA,NA,NA,0.136363636363636,NA,NA,NA,NA,NA,NA,1,0.954545454545455
"113",5,2013,0.565217391304348,0.565217391304348,NA,0.695652173913043,0.391304347826087,0.347826086956522,0.304347826086957,NA,1,NA,NA,1,1,NA,1,1,0.608695652173913,NA,1,1,1,1,1,1,1,1,1,1,NA,1,0.652173913043478,NA,1,1,1,1,NA,1,1,1,0.869565217391304,1,1,0.91304347826087,NA,1,NA,1,NA,0.826086956521739,1,0.869565217391304,1,NA,NA,NA,NA,0.478260869565217,NA,NA,NA,NA,NA,NA,1,1
"114",6,2013,0.35,0.25,NA,0.65,0.35,0.05,0.1,NA,1,NA,NA,1,1,NA,0.55,1,0.5,NA,1,1,1,1,1,0.95,1,1,1,1,NA,1,0.4,NA,1,1,1,1,NA,1,1,1,0.65,1,1,0.9,NA,0.95,NA,1,NA,1,1,0.75,1,NA,NA,NA,NA,0.35,NA,NA,NA,NA,NA,NA,1,1
"115",7,2013,0.478260869565217,0.304347826086957,NA,0.347826086956522,0.347826086956522,0.173913043478261,0.173913043478261,NA,1,NA,NA,1,1,NA,1,1,0.826086956521739,NA,0.565217391304348,0.956521739130435,1,1,1,0.956521739130435,1,1,1,1,NA,1,0.347826086956522,NA,1,1,1,1,NA,0.956521739130435,1,1,0.739130434782609,1,1,0.956521739130435,NA,0.956521739130435,NA,1,NA,1,1,0.782608695652174,1,NA,NA,NA,NA,0.173913043478261,NA,NA,NA,NA,NA,NA,1,1
"116",8,2013,0.454545454545455,0.227272727272727,NA,0.363636363636364,0.227272727272727,0.181818181818182,0.409090909090909,NA,1,NA,NA,1,1,NA,1,1,0.454545454545455,NA,0.272727272727273,1,1,1,0.954545454545455,1,1,1,1,1,NA,1,0.5,NA,1,1,0.954545454545455,1,NA,1,1,1,0.636363636363636,1,1,0.909090909090909,NA,1,NA,1,NA,1,1,0.681818181818182,1,NA,NA,NA,NA,0.272727272727273,NA,NA,NA,NA,NA,NA,1,1
"117",9,2013,0.619047619047619,0.571428571428571,NA,0.428571428571429,0.142857142857143,0.142857142857143,0.285714285714286,NA,1,NA,NA,1,1,NA,1,1,0.523809523809524,NA,1,1,1,1,1,0.952380952380952,1,1,0.952380952380952,1,NA,1,0.523809523809524,NA,1,1,1,1,NA,0.904761904761905,1,1,0.714285714285714,1,1,0.952380952380952,NA,1,NA,1,NA,1,1,0.80952380952381,1,NA,NA,NA,NA,0.428571428571429,NA,NA,NA,NA,NA,NA,1,0.904761904761905
"118",10,2013,0.478260869565217,0.391304347826087,NA,0.521739130434783,0.260869565217391,0.173913043478261,0.347826086956522,NA,1,NA,NA,1,1,NA,1,1,0.521739130434783,NA,0.91304347826087,1,0.956521739130435,1,0.956521739130435,1,1,1,1,1,NA,1,0.652173913043478,NA,1,1,1,1,1,0.91304347826087,0.956521739130435,1,0.521739130434783,1,1,0.826086956521739,NA,1,NA,1,NA,1,1,0.869565217391304,1,NA,NA,NA,NA,0.521739130434783,NA,NA,NA,NA,NA,NA,1,1
"119",11,2013,0.571428571428571,0.0952380952380952,NA,0.666666666666667,0.19047619047619,0.142857142857143,0.238095238095238,NA,1,NA,NA,1,1,NA,1,1,0.571428571428571,NA,0.952380952380952,1,0.952380952380952,1,0.952380952380952,1,1,1,0.952380952380952,1,NA,1,0.380952380952381,NA,1,1,1,1,1,1,0.952380952380952,1,0.619047619047619,1,1,0.761904761904762,NA,0.80952380952381,1,1,NA,0.952380952380952,1,0.952380952380952,1,NA,NA,NA,NA,0.428571428571429,NA,NA,NA,NA,NA,NA,1,1
"120",12,2013,0.681818181818182,0.181818181818182,NA,0.545454545454545,0.227272727272727,0.227272727272727,0.227272727272727,NA,1,NA,NA,1,1,NA,1,1,0.5,NA,1,1,0.954545454545455,1,1,1,1,1,1,1,NA,1,0.5,NA,1,1,0.954545454545455,1,1,0.954545454545455,1,1,0.590909090909091,1,1,0.954545454545455,NA,0.954545454545455,1,1,1,1,1,0.954545454545455,1,NA,NA,NA,NA,0.272727272727273,NA,NA,NA,NA,NA,NA,1,0.863636363636364
"121",1,2014,0.608695652173913,0.217391304347826,NA,0.739130434782609,0.260869565217391,0.217391304347826,0.391304347826087,NA,1,NA,NA,1,1,NA,1,1,0.826086956521739,NA,1,1,1,1,1,1,1,1,1,1,NA,1,0.478260869565217,NA,1,1,1,1,1,0.782608695652174,1,1,0.869565217391304,1,1,0.956521739130435,NA,1,1,1,1,1,1,0.956521739130435,1,NA,NA,NA,NA,0.217391304347826,NA,NA,NA,NA,NA,NA,1,0.956521739130435
"122",2,2014,0.15,0,NA,0.45,0.15,0.05,0.15,NA,1,NA,NA,1,1,NA,1,1,0.4,NA,1,1,0.95,1,1,1,1,1,1,1,NA,1,0.25,NA,1,1,1,1,1,1,1,1,1,1,1,0.9,NA,1,1,1,1,1,1,1,1,NA,NA,NA,NA,0.15,NA,NA,NA,NA,NA,NA,1,1
"123",3,2014,0.285714285714286,0.333333333333333,NA,0.80952380952381,0.476190476190476,0.19047619047619,0.238095238095238,NA,1,NA,NA,1,1,NA,1,1,0.476190476190476,NA,1,1,1,1,1,1,1,1,1,1,NA,1,0.476190476190476,NA,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,NA,NA,NA,NA,0.238095238095238,NA,NA,NA,NA,NA,NA,1,1
"124",4,2014,0.272727272727273,0.136363636363636,NA,0.909090909090909,0.227272727272727,0.0909090909090909,0.409090909090909,NA,1,NA,NA,1,1,NA,1,1,0.454545454545455,NA,1,1,1,1,1,1,1,1,1,1,NA,1,0.181818181818182,NA,1,1,1,1,1,1,1,1,0.954545454545455,1,1,0.909090909090909,NA,1,1,1,1,1,1,1,1,NA,NA,NA,NA,0.181818181818182,NA,NA,NA,NA,NA,NA,1,1
"125",5,2014,0.545454545454545,0.454545454545455,NA,0.863636363636364,0.545454545454545,0.272727272727273,0.318181818181818,NA,1,NA,NA,1,1,NA,1,1,0.772727272727273,NA,0.909090909090909,1,1,1,1,1,1,1,1,1,NA,1,0.772727272727273,NA,1,1,1,1,1,0.954545454545455,1,1,0.863636363636364,1,1,1,NA,1,1,1,1,0.954545454545455,1,0.954545454545455,1,NA,NA,NA,NA,0.409090909090909,NA,NA,NA,NA,NA,NA,1,0.954545454545455
"126",6,2014,0.285714285714286,0.0952380952380952,NA,0.80952380952381,0.333333333333333,0.0952380952380952,0.19047619047619,NA,1,NA,NA,1,1,NA,1,1,0.761904761904762,NA,1,1,0.952380952380952,1,1,0.952380952380952,1,1,1,1,NA,1,0.428571428571429,NA,1,1,1,1,1,1,1,1,0.952380952380952,1,1,1,NA,1,1,1,1,0.952380952380952,1,1,1,NA,NA,NA,NA,0.142857142857143,NA,NA,NA,NA,NA,NA,1,1
"127",7,2014,0.260869565217391,0.217391304347826,NA,0.478260869565217,0.173913043478261,0.130434782608696,0.260869565217391,NA,1,NA,NA,1,1,NA,1,1,0.565217391304348,NA,0.956521739130435,1,1,1,1,1,1,1,1,1,NA,1,0.173913043478261,NA,1,1,1,1,1,0.91304347826087,1,1,0.956521739130435,1,1,1,NA,0.956521739130435,1,1,1,1,1,1,1,NA,NA,NA,NA,0.130434782608696,NA,NA,NA,NA,NA,NA,1,0.91304347826087
"128",8,2014,0.238095238095238,0.19047619047619,NA,0.523809523809524,0.380952380952381,0.0476190476190476,0.19047619047619,NA,1,NA,NA,1,1,NA,1,1,0.238095238095238,NA,1,1,1,1,1,1,1,1,1,1,NA,1,0.333333333333333,NA,1,1,1,1,1,0.952380952380952,1,1,0.952380952380952,1,1,0.857142857142857,NA,0.952380952380952,1,1,1,1,1,1,1,NA,NA,NA,NA,0.19047619047619,NA,NA,NA,NA,NA,NA,1,1
"129",9,2014,0.5,0.318181818181818,NA,0.772727272727273,0.409090909090909,0.0909090909090909,0.181818181818182,NA,1,NA,NA,1,1,NA,1,1,0.636363636363636,NA,1,1,1,1,1,1,1,1,1,1,NA,1,0.363636363636364,NA,1,1,1,1,1,1,1,1,0.863636363636364,1,1,0.954545454545455,NA,1,1,1,1,1,1,1,1,NA,NA,NA,NA,0.181818181818182,NA,NA,NA,NA,NA,NA,1,1
"130",10,2014,0.304347826086957,0,NA,0.956521739130435,0.217391304347826,0.0869565217391304,0.0434782608695652,NA,1,NA,NA,1,1,NA,1,1,0.521739130434783,NA,1,1,1,1,1,1,1,1,1,1,NA,1,0.565217391304348,NA,1,0.956521739130435,1,1,1,1,1,1,0.91304347826087,1,1,0.869565217391304,NA,0.91304347826087,1,1,1,1,1,0.956521739130435,1,NA,NA,NA,NA,0.130434782608696,NA,NA,NA,NA,NA,NA,1,1
"131",11,2014,0.2,0.15,NA,0.9,0.3,0.05,0.05,NA,1,NA,NA,1,1,NA,1,1,0.85,NA,1,1,1,1,1,1,1,1,1,1,NA,1,0.7,NA,1,1,1,1,1,1,1,1,0.8,1,1,1,NA,1,1,1,1,1,1,1,1,NA,NA,NA,NA,0.2,NA,NA,NA,NA,NA,NA,1,1
"132",12,2014,0.347826086956522,0.217391304347826,NA,0.869565217391304,0.304347826086957,0.173913043478261,0.347826086956522,NA,1,NA,NA,1,1,NA,1,0.956521739130435,0.608695652173913,NA,1,1,1,1,1,1,1,1,1,1,NA,1,0.434782608695652,NA,1,1,1,1,1,1,0.956521739130435,1,0.782608695652174,1,1,1,NA,1,1,1,1,1,1,1,1,NA,0.9375,NA,NA,0.260869565217391,NA,NA,NA,NA,NA,NA,1,1
